VG,ID,IG,VD
-4.51E+00,2.98E-07,-6.51E-07,5.00E-02
-4.50E+00,2.94E-07,-6.41E-07,5.00E-02
-4.49E+00,2.89E-07,-6.30E-07,5.00E-02
-4.48E+00,2.84E-07,-6.19E-07,5.00E-02
-4.47E+00,2.79E-07,-6.09E-07,5.00E-02
-4.46E+00,2.75E-07,-5.99E-07,5.00E-02
-4.45E+00,2.71E-07,-5.89E-07,5.00E-02
-4.44E+00,2.66E-07,-5.79E-07,5.00E-02
-4.43E+00,2.62E-07,-5.69E-07,5.00E-02
-4.42E+00,2.57E-07,-5.60E-07,5.00E-02
-4.41E+00,2.53E-07,-5.50E-07,5.00E-02
-4.40E+00,2.49E-07,-5.41E-07,5.00E-02
-4.39E+00,2.44E-07,-5.31E-07,5.00E-02
-4.38E+00,2.40E-07,-5.22E-07,5.00E-02
-4.37E+00,2.36E-07,-5.13E-07,5.00E-02
-4.36E+00,2.32E-07,-5.04E-07,5.00E-02
-4.35E+00,2.28E-07,-4.95E-07,5.00E-02
-4.34E+00,2.24E-07,-4.86E-07,5.00E-02
-4.33E+00,2.20E-07,-4.77E-07,5.00E-02
-4.32E+00,2.16E-07,-4.68E-07,5.00E-02
-4.31E+00,2.12E-07,-4.60E-07,5.00E-02
-4.30E+00,2.09E-07,-4.51E-07,5.00E-02
-4.29E+00,2.05E-07,-4.43E-07,5.00E-02
-4.28E+00,2.01E-07,-4.35E-07,5.00E-02
-4.27E+00,1.98E-07,-4.27E-07,5.00E-02
-4.26E+00,1.94E-07,-4.18E-07,5.00E-02
-4.25E+00,1.90E-07,-4.11E-07,5.00E-02
-4.24E+00,1.87E-07,-4.03E-07,5.00E-02
-4.23E+00,1.84E-07,-3.95E-07,5.00E-02
-4.22E+00,1.80E-07,-3.88E-07,5.00E-02
-4.21E+00,1.77E-07,-3.81E-07,5.00E-02
-4.20E+00,1.73E-07,-3.74E-07,5.00E-02
-4.19E+00,1.71E-07,-3.66E-07,5.00E-02
-4.18E+00,1.67E-07,-3.59E-07,5.00E-02
-4.17E+00,1.64E-07,-3.52E-07,5.00E-02
-4.16E+00,1.61E-07,-3.45E-07,5.00E-02
-4.15E+00,1.58E-07,-3.38E-07,5.00E-02
-4.14E+00,1.55E-07,-3.31E-07,5.00E-02
-4.13E+00,1.52E-07,-3.25E-07,5.00E-02
-4.12E+00,1.49E-07,-3.18E-07,5.00E-02
-4.11E+00,1.46E-07,-3.12E-07,5.00E-02
-4.10E+00,1.43E-07,-3.05E-07,5.00E-02
-4.09E+00,1.40E-07,-2.99E-07,5.00E-02
-4.08E+00,1.37E-07,-2.92E-07,5.00E-02
-4.07E+00,1.34E-07,-2.86E-07,5.00E-02
-4.06E+00,1.32E-07,-2.81E-07,5.00E-02
-4.05E+00,1.29E-07,-2.75E-07,5.00E-02
-4.04E+00,1.26E-07,-2.69E-07,5.00E-02
-4.03E+00,1.24E-07,-2.63E-07,5.00E-02
-4.02E+00,1.21E-07,-2.58E-07,5.00E-02
-4.01E+00,1.18E-07,-2.52E-07,5.00E-02
-4.00E+00,1.16E-07,-2.47E-07,5.00E-02
-3.99E+00,1.14E-07,-2.41E-07,5.00E-02
-3.98E+00,1.11E-07,-2.36E-07,5.00E-02
-3.97E+00,1.09E-07,-2.31E-07,5.00E-02
-3.96E+00,1.07E-07,-2.26E-07,5.00E-02
-3.95E+00,1.04E-07,-2.21E-07,5.00E-02
-3.94E+00,1.02E-07,-2.16E-07,5.00E-02
-3.93E+00,9.95E-08,-2.11E-07,5.00E-02
-3.92E+00,9.73E-08,-2.06E-07,5.00E-02
-3.91E+00,9.52E-08,-2.01E-07,5.00E-02
-3.90E+00,9.31E-08,-1.97E-07,5.00E-02
-3.89E+00,9.10E-08,-1.92E-07,5.00E-02
-3.88E+00,8.89E-08,-1.87E-07,5.00E-02
-3.87E+00,8.69E-08,-1.83E-07,5.00E-02
-3.86E+00,8.48E-08,-1.78E-07,5.00E-02
-3.85E+00,8.28E-08,-1.74E-07,5.00E-02
-3.84E+00,8.09E-08,-1.70E-07,5.00E-02
-3.83E+00,7.90E-08,-1.66E-07,5.00E-02
-3.82E+00,7.71E-08,-1.62E-07,5.00E-02
-3.81E+00,7.52E-08,-1.58E-07,5.00E-02
-3.80E+00,7.34E-08,-1.54E-07,5.00E-02
-3.79E+00,7.16E-08,-1.50E-07,5.00E-02
-3.78E+00,6.98E-08,-1.46E-07,5.00E-02
-3.77E+00,6.80E-08,-1.42E-07,5.00E-02
-3.76E+00,6.63E-08,-1.39E-07,5.00E-02
-3.75E+00,6.48E-08,-1.35E-07,5.00E-02
-3.74E+00,6.33E-08,-1.32E-07,5.00E-02
-3.73E+00,6.17E-08,-1.28E-07,5.00E-02
-3.72E+00,6.01E-08,-1.25E-07,5.00E-02
-3.71E+00,5.85E-08,-1.22E-07,5.00E-02
-3.70E+00,5.70E-08,-1.18E-07,5.00E-02
-3.69E+00,5.55E-08,-1.15E-07,5.00E-02
-3.68E+00,5.41E-08,-1.12E-07,5.00E-02
-3.67E+00,5.25E-08,-1.09E-07,5.00E-02
-3.66E+00,5.10E-08,-1.06E-07,5.00E-02
-3.65E+00,4.98E-08,-1.03E-07,5.00E-02
-3.64E+00,4.84E-08,-1.00E-07,5.00E-02
-3.63E+00,4.72E-08,-9.73E-08,5.00E-02
-3.62E+00,4.58E-08,-9.45E-08,5.00E-02
-3.61E+00,4.46E-08,-9.19E-08,5.00E-02
-3.60E+00,4.33E-08,-8.93E-08,5.00E-02
-3.59E+00,4.22E-08,-8.66E-08,5.00E-02
-3.58E+00,4.09E-08,-8.41E-08,5.00E-02
-3.57E+00,3.98E-08,-8.16E-08,5.00E-02
-3.56E+00,3.86E-08,-7.91E-08,5.00E-02
-3.55E+00,3.75E-08,-7.67E-08,5.00E-02
-3.54E+00,3.63E-08,-7.45E-08,5.00E-02
-3.53E+00,3.53E-08,-7.24E-08,5.00E-02
-3.52E+00,3.43E-08,-7.01E-08,5.00E-02
-3.51E+00,3.33E-08,-6.81E-08,5.00E-02
-3.50E+00,3.23E-08,-6.59E-08,5.00E-02
-3.49E+00,3.13E-08,-6.39E-08,5.00E-02
-3.48E+00,3.04E-08,-6.19E-08,5.00E-02
-3.47E+00,2.95E-08,-5.99E-08,5.00E-02
-3.46E+00,2.85E-08,-5.80E-08,5.00E-02
-3.45E+00,2.77E-08,-5.61E-08,5.00E-02
-3.44E+00,2.68E-08,-5.43E-08,5.00E-02
-3.43E+00,2.60E-08,-5.26E-08,5.00E-02
-3.42E+00,2.52E-08,-5.08E-08,5.00E-02
-3.41E+00,2.43E-08,-4.91E-08,5.00E-02
-3.40E+00,2.36E-08,-4.76E-08,5.00E-02
-3.39E+00,2.28E-08,-4.60E-08,5.00E-02
-3.38E+00,2.21E-08,-4.44E-08,5.00E-02
-3.37E+00,2.14E-08,-4.28E-08,5.00E-02
-3.36E+00,2.08E-08,-4.13E-08,5.00E-02
-3.35E+00,2.03E-08,-4.00E-08,5.00E-02
-3.34E+00,1.98E-08,-3.86E-08,5.00E-02
-3.33E+00,1.94E-08,-3.72E-08,5.00E-02
-3.32E+00,1.92E-08,-3.59E-08,5.00E-02
-3.31E+00,1.92E-08,-3.46E-08,5.00E-02
-3.30E+00,1.94E-08,-3.35E-08,5.00E-02
-3.29E+00,2.00E-08,-3.22E-08,5.00E-02
-3.28E+00,2.10E-08,-3.12E-08,5.00E-02
-3.27E+00,2.28E-08,-3.01E-08,5.00E-02
-3.26E+00,2.57E-08,-2.89E-08,5.00E-02
-3.25E+00,3.00E-08,-2.79E-08,5.00E-02
-3.24E+00,3.64E-08,-2.68E-08,5.00E-02
-3.23E+00,4.56E-08,-2.58E-08,5.00E-02
-3.22E+00,5.90E-08,-2.49E-08,5.00E-02
-3.21E+00,7.80E-08,-2.39E-08,5.00E-02
-3.20E+00,1.06E-07,-2.30E-08,5.00E-02
-3.19E+00,1.45E-07,-2.22E-08,5.00E-02
-3.18E+00,2.01E-07,-2.13E-08,5.00E-02
-3.17E+00,2.81E-07,-2.05E-08,5.00E-02
-3.16E+00,3.93E-07,-1.96E-08,5.00E-02
-3.15E+00,5.50E-07,-1.89E-08,5.00E-02
-3.14E+00,7.71E-07,-1.81E-08,5.00E-02
-3.13E+00,1.08E-06,-1.74E-08,5.00E-02
-3.12E+00,1.50E-06,-1.67E-08,5.00E-02
-3.11E+00,2.12E-06,-1.60E-08,5.00E-02
-3.10E+00,2.96E-06,-1.54E-08,5.00E-02
-3.09E+00,4.12E-06,-1.48E-08,5.00E-02
-3.08E+00,5.72E-06,-1.42E-08,5.00E-02
-3.07E+00,7.90E-06,-1.37E-08,5.00E-02
-3.06E+00,1.09E-05,-1.31E-08,5.00E-02
-3.05E+00,1.49E-05,-1.26E-08,5.00E-02
-3.04E+00,1.99E-05,-1.21E-08,5.00E-02
-3.03E+00,2.71E-05,-1.16E-08,5.00E-02
-3.02E+00,3.65E-05,-1.11E-08,5.00E-02
-3.01E+00,4.89E-05,-1.06E-08,5.00E-02
-3.00E+00,6.49E-05,-1.02E-08,5.00E-02
-2.99E+00,8.57E-05,-9.78E-09,5.00E-02
-2.98E+00,1.12E-04,-9.45E-09,5.00E-02
-2.97E+00,1.46E-04,-9.00E-09,5.00E-02
-2.96E+00,1.88E-04,-8.64E-09,5.00E-02
-2.95E+00,2.40E-04,-8.27E-09,5.00E-02
-2.94E+00,3.03E-04,-7.88E-09,5.00E-02
-2.93E+00,3.80E-04,-7.60E-09,5.00E-02
-2.92E+00,4.70E-04,-7.31E-09,5.00E-02
-2.91E+00,5.77E-04,-7.01E-09,5.00E-02
-2.90E+00,7.03E-04,-6.72E-09,5.00E-02
-2.89E+00,8.48E-04,-6.46E-09,5.00E-02
-2.88E+00,1.01E-03,-6.26E-09,5.00E-02
-2.87E+00,1.20E-03,-5.96E-09,5.00E-02
-2.86E+00,1.41E-03,-5.70E-09,5.00E-02
-2.85E+00,1.65E-03,-5.50E-09,5.00E-02
-2.84E+00,1.91E-03,-5.29E-09,5.00E-02
-2.83E+00,2.19E-03,-5.05E-09,5.00E-02
-2.82E+00,2.50E-03,-4.86E-09,5.00E-02
-2.81E+00,2.80E-03,-4.68E-09,5.00E-02
-2.80E+00,3.15E-03,-4.52E-09,5.00E-02
-2.79E+00,3.52E-03,-4.33E-09,5.00E-02
-2.78E+00,3.92E-03,-4.19E-09,5.00E-02
-2.77E+00,4.34E-03,-4.03E-09,5.00E-02
-2.76E+00,4.77E-03,-3.83E-09,5.00E-02
-2.75E+00,5.22E-03,-3.72E-09,5.00E-02
-2.74E+00,5.69E-03,-3.58E-09,5.00E-02
-2.73E+00,6.17E-03,-3.46E-09,5.00E-02
-2.72E+00,6.66E-03,-3.33E-09,5.00E-02
-2.71E+00,7.16E-03,-3.23E-09,5.00E-02
-2.70E+00,7.68E-03,-3.14E-09,5.00E-02
-2.69E+00,8.19E-03,-2.98E-09,5.00E-02
-2.68E+00,8.72E-03,-2.91E-09,5.00E-02
-2.67E+00,9.25E-03,-2.80E-09,5.00E-02
-2.66E+00,9.79E-03,-2.71E-09,5.00E-02
-2.65E+00,1.03E-02,-2.61E-09,5.00E-02
-2.64E+00,1.09E-02,-2.51E-09,5.00E-02
-2.63E+00,1.14E-02,-2.45E-09,5.00E-02
-2.62E+00,1.19E-02,-2.35E-09,5.00E-02
-2.61E+00,1.25E-02,-2.28E-09,5.00E-02
-2.60E+00,1.30E-02,-2.22E-09,5.00E-02
-2.59E+00,1.35E-02,-2.15E-09,5.00E-02
-2.58E+00,1.40E-02,-2.05E-09,5.00E-02
-2.57E+00,1.45E-02,-1.99E-09,5.00E-02
-2.56E+00,1.50E-02,-1.93E-09,5.00E-02
-2.55E+00,1.55E-02,-1.88E-09,5.00E-02
-2.54E+00,1.60E-02,-1.82E-09,5.00E-02
-2.53E+00,1.65E-02,-1.75E-09,5.00E-02
-2.52E+00,1.70E-02,-1.70E-09,5.00E-02
-2.51E+00,1.75E-02,-1.64E-09,5.00E-02
-2.50E+00,1.79E-02,-1.60E-09,5.00E-02
-2.49E+00,1.84E-02,-1.54E-09,5.00E-02
-2.48E+00,1.88E-02,-1.50E-09,5.00E-02
-2.47E+00,1.93E-02,-1.44E-09,5.00E-02
-2.46E+00,1.97E-02,-1.40E-09,5.00E-02
-2.45E+00,2.01E-02,-1.36E-09,5.00E-02
-2.44E+00,2.06E-02,-1.32E-09,5.00E-02
-2.43E+00,2.10E-02,-1.27E-09,5.00E-02
-2.42E+00,2.14E-02,-1.24E-09,5.00E-02
-2.41E+00,2.18E-02,-1.18E-09,5.00E-02
-2.40E+00,2.21E-02,-1.16E-09,5.00E-02
-2.39E+00,2.25E-02,-1.14E-09,5.00E-02
-2.38E+00,2.29E-02,-1.09E-09,5.00E-02
-2.37E+00,2.32E-02,-1.05E-09,5.00E-02
-2.36E+00,2.36E-02,-1.03E-09,5.00E-02
-2.35E+00,2.39E-02,-9.93E-10,5.00E-02
-2.34E+00,2.43E-02,-9.57E-10,5.00E-02
-2.33E+00,2.46E-02,-9.30E-10,5.00E-02
-2.32E+00,2.49E-02,-9.05E-10,5.00E-02
-2.31E+00,2.52E-02,-8.80E-10,5.00E-02
-2.30E+00,2.55E-02,-8.55E-10,5.00E-02
-2.29E+00,2.58E-02,-8.31E-10,5.00E-02
-2.28E+00,2.61E-02,-8.01E-10,5.00E-02
-2.27E+00,2.64E-02,-7.86E-10,5.00E-02
-2.26E+00,2.67E-02,-7.65E-10,5.00E-02
-2.25E+00,2.70E-02,-7.40E-10,5.00E-02
-2.24E+00,2.73E-02,-7.12E-10,5.00E-02
-2.23E+00,2.75E-02,-6.92E-10,5.00E-02
-2.22E+00,2.78E-02,-6.71E-10,5.00E-02
-2.21E+00,2.81E-02,-6.50E-10,5.00E-02
-2.20E+00,2.83E-02,-6.27E-10,5.00E-02
-2.19E+00,2.86E-02,-6.11E-10,5.00E-02
-2.18E+00,2.88E-02,-5.89E-10,5.00E-02
-2.17E+00,2.90E-02,-5.71E-10,5.00E-02
-2.16E+00,2.93E-02,-5.52E-10,5.00E-02
-2.15E+00,2.95E-02,-5.36E-10,5.00E-02
-2.14E+00,2.97E-02,-5.21E-10,5.00E-02
-2.13E+00,2.99E-02,-5.06E-10,5.00E-02
-2.12E+00,3.01E-02,-4.90E-10,5.00E-02
-2.11E+00,3.03E-02,-4.75E-10,5.00E-02
-2.10E+00,3.05E-02,-4.57E-10,5.00E-02
-2.09E+00,3.07E-02,-4.42E-10,5.00E-02
-2.08E+00,3.09E-02,-4.24E-10,5.00E-02
-2.07E+00,3.11E-02,-4.15E-10,5.00E-02
-2.06E+00,3.13E-02,-4.03E-10,5.00E-02
-2.05E+00,3.15E-02,-3.84E-10,5.00E-02
-2.04E+00,3.16E-02,-3.77E-10,5.00E-02
-2.03E+00,3.18E-02,-3.60E-10,5.00E-02
-2.02E+00,3.20E-02,-3.50E-10,5.00E-02
-2.01E+00,3.22E-02,-3.35E-10,5.00E-02
-2.00E+00,3.23E-02,-3.28E-10,5.00E-02
-1.99E+00,3.25E-02,-3.15E-10,5.00E-02
-1.98E+00,3.26E-02,-3.04E-10,5.00E-02
-1.97E+00,3.28E-02,-2.94E-10,5.00E-02
-1.96E+00,3.30E-02,-2.83E-10,5.00E-02
-1.95E+00,3.31E-02,-2.71E-10,5.00E-02
-1.94E+00,3.33E-02,-2.60E-10,5.00E-02
-1.93E+00,3.34E-02,-2.52E-10,5.00E-02
-1.92E+00,3.35E-02,-2.38E-10,5.00E-02
-1.91E+00,3.37E-02,-2.31E-10,5.00E-02
-1.90E+00,3.38E-02,-2.22E-10,5.00E-02
-1.89E+00,3.39E-02,-2.14E-10,5.00E-02
-1.88E+00,3.41E-02,-2.08E-10,5.00E-02
-1.87E+00,3.42E-02,-1.98E-10,5.00E-02
-1.86E+00,3.43E-02,-1.91E-10,5.00E-02
-1.85E+00,3.44E-02,-1.84E-10,5.00E-02
-1.84E+00,3.46E-02,-1.77E-10,5.00E-02
-1.83E+00,3.47E-02,-1.70E-10,5.00E-02
-1.82E+00,3.48E-02,-1.65E-10,5.00E-02
-1.81E+00,3.49E-02,-1.59E-10,5.00E-02
-1.80E+00,3.50E-02,-1.51E-10,5.00E-02
-1.79E+00,3.51E-02,-1.46E-10,5.00E-02
-1.78E+00,3.53E-02,-1.38E-10,5.00E-02
-1.77E+00,3.54E-02,-1.33E-10,5.00E-02
-1.76E+00,3.55E-02,-1.29E-10,5.00E-02
-1.75E+00,3.56E-02,-1.23E-10,5.00E-02
-1.74E+00,3.57E-02,-1.18E-10,5.00E-02
-1.73E+00,3.58E-02,-1.14E-10,5.00E-02
-1.72E+00,3.59E-02,-1.10E-10,5.00E-02
-1.71E+00,3.60E-02,-1.05E-10,5.00E-02
-1.70E+00,3.61E-02,-1.00E-10,5.00E-02
-1.69E+00,3.62E-02,-9.65E-11,5.00E-02
-1.68E+00,3.63E-02,-9.52E-11,5.00E-02
-1.67E+00,3.63E-02,-9.09E-11,5.00E-02
-1.66E+00,3.64E-02,-8.66E-11,5.00E-02
-1.65E+00,3.65E-02,-8.31E-11,5.00E-02
-1.64E+00,3.66E-02,-8.04E-11,5.00E-02
-1.63E+00,3.67E-02,-7.73E-11,5.00E-02
-1.62E+00,3.68E-02,-7.39E-11,5.00E-02
-1.61E+00,3.69E-02,-7.16E-11,5.00E-02
-1.60E+00,3.69E-02,-6.83E-11,5.00E-02
-1.59E+00,3.70E-02,-6.64E-11,5.00E-02
-1.58E+00,3.71E-02,-6.29E-11,5.00E-02
-1.57E+00,3.72E-02,-6.06E-11,5.00E-02
-1.56E+00,3.72E-02,-5.80E-11,5.00E-02
-1.55E+00,3.73E-02,-5.65E-11,5.00E-02
-1.54E+00,3.74E-02,-5.40E-11,5.00E-02
-1.53E+00,3.75E-02,-5.28E-11,5.00E-02
-1.52E+00,3.75E-02,-5.00E-11,5.00E-02
-1.51E+00,3.76E-02,-4.87E-11,5.00E-02
-1.50E+00,3.77E-02,-4.69E-11,5.00E-02
-1.49E+00,3.77E-02,-4.46E-11,5.00E-02
-1.48E+00,3.78E-02,-4.29E-11,5.00E-02
-1.47E+00,3.79E-02,-4.13E-11,5.00E-02
-1.46E+00,3.79E-02,-3.84E-11,5.00E-02
-1.45E+00,3.80E-02,-3.77E-11,5.00E-02
-1.44E+00,3.81E-02,-3.59E-11,5.00E-02
-1.43E+00,3.81E-02,-3.37E-11,5.00E-02
-1.42E+00,3.82E-02,-3.20E-11,5.00E-02
-1.41E+00,3.83E-02,-3.10E-11,5.00E-02
-1.40E+00,3.83E-02,-3.02E-11,5.00E-02
-1.39E+00,3.84E-02,-2.86E-11,5.00E-02
-1.38E+00,3.84E-02,-2.75E-11,5.00E-02
-1.37E+00,3.85E-02,-2.60E-11,5.00E-02
-1.36E+00,3.86E-02,-2.45E-11,5.00E-02
-1.35E+00,3.86E-02,-2.36E-11,5.00E-02
-1.34E+00,3.87E-02,-2.20E-11,5.00E-02
-1.33E+00,3.87E-02,-2.13E-11,5.00E-02
-1.32E+00,3.88E-02,-2.06E-11,5.00E-02
-1.31E+00,3.88E-02,-1.88E-11,5.00E-02
-1.30E+00,3.89E-02,-1.79E-11,5.00E-02
-1.29E+00,3.89E-02,-1.78E-11,5.00E-02
-1.28E+00,3.90E-02,-1.70E-11,5.00E-02
-1.27E+00,3.90E-02,-1.56E-11,5.00E-02
-1.26E+00,3.91E-02,-1.50E-11,5.00E-02
-1.25E+00,3.91E-02,-1.44E-11,5.00E-02
-1.24E+00,3.92E-02,-1.34E-11,5.00E-02
-1.23E+00,3.92E-02,-1.26E-11,5.00E-02
-1.22E+00,3.93E-02,-1.24E-11,5.00E-02
-1.21E+00,3.93E-02,-1.18E-11,5.00E-02
-1.20E+00,3.94E-02,-1.08E-11,5.00E-02
-1.19E+00,3.94E-02,-1.02E-11,5.00E-02
-1.18E+00,3.95E-02,-9.18E-12,5.00E-02
-1.17E+00,3.95E-02,-9.09E-12,5.00E-02
-1.16E+00,3.95E-02,-8.83E-12,5.00E-02
-1.15E+00,3.96E-02,-8.46E-12,5.00E-02
-1.14E+00,3.96E-02,-8.02E-12,5.00E-02
-1.13E+00,3.97E-02,-7.70E-12,5.00E-02
-1.12E+00,3.97E-02,-7.42E-12,5.00E-02
-1.11E+00,3.97E-02,-6.80E-12,5.00E-02
-1.10E+00,3.98E-02,-6.36E-12,5.00E-02
-1.09E+00,3.98E-02,-6.04E-12,5.00E-02
-1.08E+00,3.99E-02,-5.68E-12,5.00E-02
-1.07E+00,3.99E-02,-5.44E-12,5.00E-02
-1.06E+00,3.99E-02,-5.21E-12,5.00E-02
-1.05E+00,4.00E-02,-4.92E-12,5.00E-02
-1.04E+00,4.00E-02,-4.72E-12,5.00E-02
-1.03E+00,4.01E-02,-4.50E-12,5.00E-02
-1.02E+00,4.01E-02,-4.37E-12,5.00E-02
-1.01E+00,4.01E-02,-4.18E-12,5.00E-02
-1.00E+00,4.02E-02,-3.75E-12,5.00E-02
-9.90E-01,4.02E-02,-3.35E-12,5.00E-02
-9.80E-01,4.02E-02,-3.18E-12,5.00E-02
-9.70E-01,4.03E-02,-2.96E-12,5.00E-02
-9.60E-01,4.03E-02,-3.02E-12,5.00E-02
-9.50E-01,4.03E-02,-2.85E-12,5.00E-02
-9.40E-01,4.04E-02,-2.75E-12,5.00E-02
-9.30E-01,4.04E-02,-2.68E-12,5.00E-02
-9.20E-01,4.04E-02,-2.50E-12,5.00E-02
-9.10E-01,4.05E-02,-2.33E-12,5.00E-02
-9.00E-01,4.05E-02,-2.17E-12,5.00E-02
-8.90E-01,4.05E-02,-2.19E-12,5.00E-02
-8.80E-01,4.06E-02,-2.07E-12,5.00E-02
-8.70E-01,4.06E-02,-1.77E-12,5.00E-02
-8.60E-01,4.06E-02,-1.59E-12,5.00E-02
-8.50E-01,4.07E-02,-1.64E-12,5.00E-02
-8.40E-01,4.07E-02,-1.66E-12,5.00E-02
-8.30E-01,4.07E-02,-1.59E-12,5.00E-02
-8.20E-01,4.08E-02,-1.58E-12,5.00E-02
-8.10E-01,4.08E-02,-1.38E-12,5.00E-02
-8.00E-01,4.08E-02,-1.24E-12,5.00E-02
-7.90E-01,4.08E-02,-1.26E-12,5.00E-02
-7.80E-01,4.09E-02,-1.05E-12,5.00E-02
-7.70E-01,4.09E-02,-1.02E-12,5.00E-02
-7.60E-01,4.09E-02,-1.01E-12,5.00E-02
-7.50E-01,4.10E-02,-1.05E-12,5.00E-02
-7.40E-01,4.10E-02,-9.60E-13,5.00E-02
-7.30E-01,4.10E-02,-8.20E-13,5.00E-02
-7.20E-01,4.10E-02,-5.50E-13,5.00E-02
-7.10E-01,4.11E-02,-5.20E-13,5.00E-02
-7.00E-01,4.11E-02,-6.50E-13,5.00E-02
-6.90E-01,4.11E-02,-7.20E-13,5.00E-02
-6.80E-01,4.11E-02,-6.60E-13,5.00E-02
-6.70E-01,4.12E-02,-5.50E-13,5.00E-02
-6.60E-01,4.12E-02,-6.10E-13,5.00E-02
-6.50E-01,4.12E-02,-4.80E-13,5.00E-02
-6.40E-01,4.12E-02,-4.80E-13,5.00E-02
-6.30E-01,4.13E-02,-5.20E-13,5.00E-02
-6.20E-01,4.13E-02,-4.30E-13,5.00E-02
-6.10E-01,4.13E-02,-2.40E-13,5.00E-02
-6.00E-01,4.13E-02,-5.00E-14,5.00E-02
-5.90E-01,4.14E-02,-2.30E-13,5.00E-02
-5.80E-01,4.14E-02,-3.70E-13,5.00E-02
-5.70E-01,4.14E-02,-2.50E-13,5.00E-02
-5.60E-01,4.14E-02,-2.30E-13,5.00E-02
-5.50E-01,4.14E-02,-1.20E-13,5.00E-02
-5.40E-01,4.15E-02,-9.00E-14,5.00E-02
-5.30E-01,4.15E-02,-1.70E-13,5.00E-02
-5.20E-01,4.15E-02,4.00E-14,5.00E-02
-5.10E-01,4.15E-02,1.10E-13,5.00E-02
-5.00E-01,4.16E-02,-8.00E-14,5.00E-02
-4.90E-01,4.16E-02,-1.10E-13,5.00E-02
-4.80E-01,4.16E-02,6.00E-14,5.00E-02
-4.70E-01,4.16E-02,5.00E-14,5.00E-02
-4.60E-01,4.16E-02,-8.00E-14,5.00E-02
-4.50E-01,4.17E-02,-2.00E-14,5.00E-02
-4.40E-01,4.17E-02,1.10E-13,5.00E-02
-4.30E-01,4.17E-02,-1.00E-13,5.00E-02
-4.20E-01,4.17E-02,3.00E-14,5.00E-02
-4.10E-01,4.17E-02,6.00E-14,5.00E-02
-4.00E-01,4.18E-02,1.30E-13,5.00E-02
-3.90E-01,4.18E-02,2.40E-13,5.00E-02
-3.80E-01,4.18E-02,-1.00E-14,5.00E-02
-3.70E-01,4.18E-02,-7.00E-14,5.00E-02
-3.60E-01,4.18E-02,5.00E-14,5.00E-02
-3.50E-01,4.19E-02,3.70E-13,5.00E-02
